Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer,Compost Notes
"6 Apr 2024, 6:30 PM",14,169,160,166,172,163,163,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 6:31 PM",14,137,172,179,141,168,142,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:32 PM",14,146,162,156,157,152,130,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 6:33 PM",14,151,136,139,152,168,190,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 6:34 PM",14,159,136,144,133,139,190,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 6:35 PM",14,171,181,148,166,138,146,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:36 PM",14,169,181,163,159,135,164,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 6:37 PM",14,149,150,166,168,136,190,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 6:38 PM",14,149,165,188,132,131,139,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:39 PM",14,130,167,187,145,143,171,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 6:40 PM",14,156,133,183,149,172,174,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 6:41 PM",14,145,185,154,178,136,150,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:42 PM",14,186,154,182,186,166,172,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 6:43 PM",14,141,183,144,169,131,144,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 6:44 PM",14,169,143,168,170,161,134,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 6:45 PM",14,156,144,154,175,136,156,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 6:46 PM",14,159,147,184,173,147,145,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:47 PM",14,156,154,190,176,175,180,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 6:48 PM",14,134,150,133,165,145,148,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 6:49 PM",14,132,132,155,181,170,151,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 6:50 PM",14,176,183,181,168,189,146,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 6:51 PM",14,148,184,143,169,172,130,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 6:52 PM",14,164,177,187,181,179,143,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 6:53 PM",14,140,132,169,153,153,184,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 6:54 PM",14,175,159,137,169,151,176,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 6:55 PM",14,167,167,131,133,140,171,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 6:56 PM",14,184,148,161,166,167,140,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 6:57 PM",14,141,184,144,179,155,143,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 6:58 PM",14,154,149,189,145,158,181,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 6:59 PM",14,134,150,145,165,148,152,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 7:00 PM",14,188,185,147,169,136,134,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 7:01 PM",14,142,183,144,181,149,145,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 7:02 PM",14,173,175,130,142,136,151,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 7:03 PM",14,-289.1428571,-289.1428571,-289.1428571,-289.1428571,-289.1428571,-289.1428571,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 7:04 PM",14,-296.7857143,-296.7857143,-296.7857143,-296.7857143,-296.7857143,-296.7857143,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 7:05 PM",14,-304.4285714,-304.4285714,-304.4285714,-304.4285714,-304.4285714,-304.4285714,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 7:06 PM",14,-312.0714286,-312.0714286,-312.0714286,-312.0714286,-312.0714286,-312.0714286,NaN,32.8,97,49,1,1,,Off,
"6 Apr 2024, 7:07 PM",14,-319.7142857,-319.7142857,-319.7142857,-319.7142857,-319.7142857,-319.7142857,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 7:08 PM",14,-327.3571429,-327.3571429,-327.3571429,-327.3571429,-327.3571429,-327.3571429,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 7:09 PM",14,-335,-335,-335,-335,-335,-335,NaN,32.8,98,49,1,1,,Off,
"6 Apr 2024, 7:10 PM",14,134,157,158,141,151,155,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 7:11 PM",14,184,187,169,185,132,182,NaN,32.8,95,49,1,1,,Off,
"6 Apr 2024, 7:12 PM",14,188,160,173,184,142,152,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 7:13 PM",14,131,164,146,155,132,141,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 7:14 PM",14,137,170,158,146,146,133,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 7:15 PM",14,180,176,145,169,156,135,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 7:16 PM",14,168,131,149,148,180,159,NaN,32.8,94,49,1,1,,Off,
"6 Apr 2024, 7:17 PM",14,157,188,172,134,140,175,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 7:18 PM",14,173,154,137,131,187,174,NaN,32.8,96,49,1,1,,Off,
"6 Apr 2024, 7:19 PM",14,155,147,182,155,178,156,NaN,31.7,97,49,1,1,,Off,
"6 Apr 2024, 7:20 PM",14,188,165,184,135,170,154,NaN,31.7,96,49,1,1,,Off,
"6 Apr 2024, 7:21 PM",14,133,158,177,182,148,187,NaN,31.7,93,49,1,1,,Off,
"6 Apr 2024, 7:22 PM",14,183,133,188,175,166,179,NaN,31.7,96,49,1,1,,Off,
"6 Apr 2024, 7:23 PM",14,178,183,183,176,181,147,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:24 PM",14,167,136,159,172,158,137,NaN,31.7,98,49,0,1,,Off,
"6 Apr 2024, 7:25 PM",14,157,149,133,157,134,158,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:26 PM",14,136,158,145,185,184,148,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:27 PM",14,176,189,164,151,131,146,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:28 PM",14,142,135,182,144,182,179,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:29 PM",14,138,162,136,162,149,160,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:30 PM",14,161,152,180,163,180,167,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:31 PM",14,138,173,138,190,184,150,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:32 PM",14,186,135,144,183,174,145,NaN,31.7,95,49,0,1,,Off,
"6 Apr 2024, 7:33 PM",14,141,160,185,175,133,144,NaN,31.7,98,49,0,1,,Off,
"6 Apr 2024, 7:34 PM",14,140,164,175,167,154,131,NaN,31.7,97,49,0,1,,Off,
"6 Apr 2024, 7:35 PM",14,188,133,169,190,180,187,NaN,31.7,98,49,0,1,,Off,
"6 Apr 2024, 7:36 PM",14,187,187,161,162,130,146,NaN,31.7,94,49,0,1,,Off,
"6 Apr 2024, 7:37 PM",14,142,185,157,170,184,152,NaN,31.7,95,49,0,1,,Off,
"6 Apr 2024, 7:38 PM",14,189,174,170,131,152,177,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:39 PM",14,190,166,147,190,162,179,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:40 PM",14,171,180,188,180,179,172,NaN,31.7,95,49,0,1,,Off,
"6 Apr 2024, 7:41 PM",14,135,184,182,132,152,158,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:42 PM",14,142,168,136,130,175,190,NaN,31.7,94,49,0,1,,Off,
"6 Apr 2024, 7:43 PM",14,141,177,188,166,134,169,NaN,31.7,93,49,0,1,,Off,
"6 Apr 2024, 7:44 PM",14,138,135,147,160,186,160,NaN,31.7,95,49,0,1,,Off,
"6 Apr 2024, 7:45 PM",14,130,146,146,187,130,160,NaN,31.7,98,49,0,1,,Off,
"6 Apr 2024, 7:46 PM",14,130,140,160,185,171,136,NaN,31.7,99,49,0,1,,Off,
"6 Apr 2024, 7:47 PM",14,134,188,158,176,145,155,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:48 PM",,167,163,186,161,143,157,NaN,31.7,97,49,0,1,,Off,
"6 Apr 2024, 7:49 PM",,171,168,177,174,169,141,NaN,31.7,95,49,0,1,,Off,
"6 Apr 2024, 7:50 PM",,132,187,132,176,160,165,NaN,31.7,98,49,0,1,,Off,
"6 Apr 2024, 7:51 PM",,136,166,157,136,136,150,NaN,31.7,96,49,0,1,,Off,
"6 Apr 2024, 7:52 PM",,137,160,172,140,171,154,NaN,32,95,49,0,1,,Off,
"6 Apr 2024, 7:53 PM",,138,172,136,177,158,136,NaN,0,99,0,0,1,,,
"6 Apr 2024, 7:54 PM",,148,131,177,178,137,173,NaN,0,96,0,0,1,,,
"6 Apr 2024, 7:55 PM",,190,162,164,149,172,153,NaN,0,99,0,0,1,,,
"6 Apr 2024, 7:56 PM",,169,181,132,183,158,169,NaN,0,93,0,0,1,,,
"6 Apr 2024, 7:57 PM",,172,149,166,159,138,185,NaN,0,93,0,0,1,,,
"6 Apr 2024, 7:58 PM",,-342.6428571,-342.6428571,-342.6428571,-342.6428571,-342.6428571,-342.6428571,NaN,0,95,0,0,1,,,
"6 Apr 2024, 7:59 PM",,-350.2857143,-350.2857143,-350.2857143,-350.2857143,-350.2857143,-350.2857143,NaN,0,94,0,0,1,,,
"6 Apr 2024, 8:00 PM",,-357.9285714,-357.9285714,-357.9285714,-357.9285714,-357.9285714,-357.9285714,NaN,0,94,0,0,1,,,
"6 Apr 2024, 8:01 PM",,-365.5714286,-365.5714286,-365.5714286,-365.5714286,-365.5714286,-365.5714286,NaN,0,99,0,0,1,,,
"6 Apr 2024, 8:02 PM",,-373.2142857,-373.2142857,-373.2142857,-373.2142857,-373.2142857,-373.2142857,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:03 PM",,-380.8571429,-380.8571429,-380.8571429,-380.8571429,-380.8571429,-380.8571429,NaN,0,98,0,0,1,,,
"6 Apr 2024, 8:04 PM",,-388.5,-388.5,-388.5,-388.5,-388.5,-388.5,NaN,0,93,0,0,1,,,
"6 Apr 2024, 8:05 PM",,182,169,170,180,160,162,NaN,0,94,0,0,1,,,
"6 Apr 2024, 8:06 PM",,150,168,164,165,156,188,NaN,0,96,0,0,1,,,
"6 Apr 2024, 8:07 PM",,163,152,153,138,163,156,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:08 PM",,182,159,139,150,161,182,NaN,0,99,0,0,1,,,
"6 Apr 2024, 8:09 PM",,188,131,184,163,164,159,NaN,0,94,0,0,1,,,
"6 Apr 2024, 8:10 PM",,171,158,130,158,151,187,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:11 PM",,164,176,149,137,162,144,NaN,0,93,0,0,1,,,
"6 Apr 2024, 8:12 PM",,188,133,133,148,140,145,NaN,0,98,0,0,1,,,
"6 Apr 2024, 8:13 PM",,163,141,167,185,180,170,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:14 PM",,146,149,141,157,175,158,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:15 PM",,154,180,130,165,133,140,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:16 PM",,169,162,158,172,163,158,NaN,0,94,0,0,1,,,
"6 Apr 2024, 8:17 PM",,181,151,143,153,143,137,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:18 PM",,165,162,172,167,151,180,NaN,0,98,0,0,1,,,
"6 Apr 2024, 8:19 PM",,151,147,149,140,138,132,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:20 PM",,173,187,170,138,135,185,NaN,0,96,0,0,1,,,
"6 Apr 2024, 8:21 PM",,136,166,171,169,168,181,NaN,0,99,0,0,1,,,
"6 Apr 2024, 8:22 PM",,157,134,156,187,184,152,NaN,0,98,0,0,1,,,
"6 Apr 2024, 8:23 PM",,154,190,131,160,151,160,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:24 PM",,157,182,179,165,189,171,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:25 PM",,165,134,131,147,162,174,NaN,0,93,0,0,1,,,
"6 Apr 2024, 8:26 PM",,144,138,184,156,187,141,NaN,0,96,0,0,1,,,
"6 Apr 2024, 8:27 PM",,172,137,135,187,149,151,NaN,0,95,0,0,1,,,
"6 Apr 2024, 8:28 PM",,152,138,169,163,136,145,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:29 PM",,175,157,168,166,162,138,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:30 PM",,157,188,172,153,130,168,NaN,0,97,0,0,1,,,
"6 Apr 2024, 8:31 PM",,145,186,143,177,184,131,NaN,0,98,0,0,1,,,
"6 Apr 2024, 8:32 PM",,165,142,181,144,164,189,NaN,,,,0,1,,,
"6 Apr 2024, 8:33 PM",,154,167,153,144,181,181,NaN,,,,0,1,,,
"6 Apr 2024, 8:34 PM",,189,156,139,131,175,150,NaN,,,,0,1,,,
"6 Apr 2024, 8:35 PM",,153,172,146,188,156,176,NaN,,,,0,1,,,
"6 Apr 2024, 8:36 PM",,176,160,141,151,162,131,NaN,,,,0,1,,,
"6 Apr 2024, 8:37 PM",,182,138,161,141,180,155,NaN,,,,0,1,,,
"6 Apr 2024, 8:38 PM",,180,130,137,139,182,172,NaN,,,,0,1,,,
"6 Apr 2024, 8:39 PM",,161,135,179,173,167,189,NaN,,,,0,1,,,
"6 Apr 2024, 8:40 PM",,159,182,133,156,188,133,NaN,,,,0,1,,,
"6 Apr 2024, 8:41 PM",,168,146,188,133,142,172,NaN,,,,0,1,,,
"6 Apr 2024, 8:42 PM",,182,144,190,162,182,160,NaN,,,,0,1,,,
"6 Apr 2024, 8:43 PM",,169,181,153,148,149,161,NaN,,,,0,1,,,
"6 Apr 2024, 8:44 PM",,146,182,177,135,183,154,NaN,,,,0,1,,,
"6 Apr 2024, 8:45 PM",,145,178,156,188,181,140,NaN,,,,0,1,,,
"6 Apr 2024, 8:46 PM",,185,157,136,162,167,162,NaN,,,,0,1,,,
"6 Apr 2024, 8:47 PM",,130,140,139,141,134,152,NaN,,,,0,1,,,
"6 Apr 2024, 8:48 PM",,173,146,152,188,175,139,NaN,,,,0,1,,,
"6 Apr 2024, 8:49 PM",,157,136,165,134,186,155,NaN,,,,0,1,,,
"6 Apr 2024, 8:50 PM",,167,136,177,157,151,178,NaN,,,,0,1,,,
"6 Apr 2024, 8:51 PM",,181,145,165,182,131,153,NaN,,,,0,1,,,
"6 Apr 2024, 8:52 PM",,169,184,168,190,189,153,NaN,,,,0,1,,,
"6 Apr 2024, 8:53 PM",,-396.1428571,-396.1428571,-396.1428571,-396.1428571,-396.1428571,-396.1428571,NaN,,,,0,1,,,
"6 Apr 2024, 8:54 PM",,-403.7857143,-403.7857143,-403.7857143,-403.7857143,-403.7857143,-403.7857143,NaN,,,,0,1,,,
"6 Apr 2024, 8:55 PM",,-411.4285714,-411.4285714,-411.4285714,-411.4285714,-411.4285714,-411.4285714,NaN,,,,0,1,,,
"6 Apr 2024, 8:56 PM",,-419.0714286,-419.0714286,-419.0714286,-419.0714286,-419.0714286,-419.0714286,NaN,,,,0,1,,,
"6 Apr 2024, 8:57 PM",,-426.7142857,-426.7142857,-426.7142857,-426.7142857,-426.7142857,-426.7142857,NaN,,,,0,1,,,
"6 Apr 2024, 8:58 PM",,-434.3571429,-434.3571429,-434.3571429,-434.3571429,-434.3571429,-434.3571429,NaN,,,,0,1,,,
"6 Apr 2024, 8:59 PM",,-442,-442,-442,-442,-442,-442,NaN,,,,0,1,,,
"6 Apr 2024, 9:00 PM",,150,175,167,144,163,183,NaN,,,,0,1,,,
"6 Apr 2024, 9:01 PM",,175,132,177,173,146,131,NaN,,,,0,1,,,
"6 Apr 2024, 9:02 PM",,179,159,160,174,175,163,NaN,,,,0,1,,,
"6 Apr 2024, 9:03 PM",,140,185,168,176,138,132,NaN,,,,0,1,,,
"6 Apr 2024, 9:04 PM",,143,151,171,182,165,152,NaN,,,,0,1,,,
"6 Apr 2024, 9:05 PM",,162,183,183,148,132,180,NaN,,,,0,1,,,
"6 Apr 2024, 9:06 PM",,147,139,146,174,149,148,NaN,,,,0,0,,,
"6 Apr 2024, 9:07 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:08 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:09 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:10 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:11 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:12 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:13 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:14 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:15 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:16 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:17 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:18 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:19 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:20 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:21 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:22 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:23 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:24 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:25 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:26 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:27 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:28 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:29 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:30 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:31 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:32 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:33 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 9:59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:00 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:01 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:02 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:03 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:04 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:05 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:06 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:07 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:08 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:09 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:10 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:11 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:12 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:13 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:14 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:15 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:16 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:17 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:18 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:19 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:20 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:21 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:22 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:23 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:24 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:25 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:26 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:27 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:28 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:29 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:30 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:31 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:32 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:33 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
